"id","yearBuilt","City","latitude","longitude","zipcode","bathrooms","bedrooms","DateListed","DateSold","daysOnZillow","homeType","lastSoldPrice","livingArea","lotSize","price","priceHistory.1.price","propertyTaxRate","hasCooling","hasFireplace","hasGarage","hasHeating","hasView","schools0distance","schools0level","schools0rating","schools1distance","schools1level","schools1rating","schools2distance","school2level","schools2rating","price_category"
7492,1925,"Portland",45.55623,-122.6629,"97211",3,6,"12/25/2019","10/8/2020",288,"SINGLE_FAMILY",665000,4473,6969,665000,685000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.3,"Primary","3",1.1,"Middle","1",0.6,"High","4","above"
7493,1912,"Portland",45.53932,-122.6062,"97213",4,5,"1/8/2020","10/15/2020",281,"SINGLE_FAMILY",775000,2908,4791,775000,775000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.1,"Elementary","5",1.2,"Middle","2",1.6,"High","4","above"
7494,1925,"Portland",45.56915,-122.6698,"97217",2,3,"12/23/2019","10/7/2020",289,"SINGLE_FAMILY",715000,2388,4791,715000,730000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,1.4,"Elementary","5",0.7,"Middle","1",0.6,"High","4","above"
7497,1935,"Portland",45.55209,-122.6425,"97212",3,4,"1/6/2020","10/14/2020",282,"SINGLE_FAMILY",899500,3394,4791,899500,849900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.3,"Primary","6",1.8,"Middle","1",1.3,"High","9","above"
7501,1918,"Portland",45.53857,-122.6092,"97213",2,3,"1/16/2020","10/19/2020",277,"SINGLE_FAMILY",680000,3524,7405,680000,660000,1.12,TRUE,FALSE,TRUE,TRUE,FALSE,0.3,"Elementary","5",1.4,"Middle","2",1.8,"High","4","above"
7502,2017,"Portland",45.57303,-122.6472,"97211",3,4,"1/8/2020","10/15/2020",281,"SINGLE_FAMILY",777000,2700,4791,777000,750000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.4,"Primary","3",2.1,"Middle","1",1.7,"High","4","above"
7503,1923,"Portland",45.54099,-122.6126,"97213",3,5,"1/16/2020","10/19/2020",277,"SINGLE_FAMILY",995000,3728,4791,995000,995000,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.5,"Elementary","5",1.6,"Middle","2",2,"High","4","above"
7505,1971,"Portland",45.51663,-122.5982,"97215",4,4,"1/18/2020","10/20/2020",276,"SINGLE_FAMILY",1270000,4426,14810,1270000,1295000,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.8,"Elementary","8",0.4,"Middle","4",1.1,"High","5","above"
7507,1957,"Portland",45.54247,-122.5851,"97213",3,3,"1/18/2020","10/20/2020",276,"SINGLE_FAMILY",799000,4246,10018,799000,799000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,1.1,"Elementary","6",0.2,"Middle","2",0.3,"High","4","above"
7508,1924,"Portland",45.55065,-122.6428,"97212",2,3,"1/20/2020","10/21/2020",275,"SINGLE_FAMILY",655000,1458,4791,655000,649900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.3,"Primary","6",1.8,"Middle","1",1.2,"High","9","above"
7509,1929,"Portland",45.53866,-122.6023,"97213",2,3,"1/22/2020","10/22/2020",274,"SINGLE_FAMILY",680000,2552,3920,680000,665000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.1,"Elementary","5",1,"Middle","2",1.3,"High","4","above"
7510,1930,"Portland",45.51592,-122.6045,"97215",3,4,"1/20/2020","10/21/2020",275,"SINGLE_FAMILY",840000,3088,5662,840000,835660,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.4,"Elementary","8",0.3,"Middle","4",0.9,"High","5","above"
7512,1908,"Portland",45.5559,-122.6589,"97211",2,3,"1/24/2020","10/23/2020",273,"SINGLE_FAMILY",680000,2243,4791,680000,615000,1.12,TRUE,FALSE,FALSE,TRUE,FALSE,0.1,"Primary","3",1.2,"Middle","1",0.9,"High","4","above"
7516,1916,"Portland",45.54158,-122.6132,"97213",2,4,"1/24/2020","10/23/2020",273,"SINGLE_FAMILY",725000,3533,5662,725000,725000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.6,"Elementary","5",1.6,"Middle","2",2,"High","4","above"
7520,1941,"Portland",45.52089,-122.5993,"97215",3,4,"2/3/2020","10/28/2020",268,"SINGLE_FAMILY",665000,2285,5662,665000,649900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.8,"Elementary","8",0.3,"Middle","4",1.3,"High","5","above"
7527,2016,"Portland",45.57286,-122.6972,"97217",3,4,"2/7/2020","10/30/2020",266,"SINGLE_FAMILY",719500,2615,4791,719500,730000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.3,"Elementary","5",1.1,"Middle","1",1.8,"High","4","above"
7529,1950,"Portland",45.54873,-122.6256,"97212",3,4,"2/15/2020","11/3/2020",262,"SINGLE_FAMILY",815000,3157,4356,815000,849900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.7,"Elementary","8",0.3,"Middle","3",0.6,"High","9","above"
7533,1928,"Portland",45.54681,-122.6164,"97213",3,5,"3/4/2020","11/12/2020",253,"SINGLE_FAMILY",940000,3134,4791,940000,999000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,1.3,"Elementary","8",0.3,"Middle","3",0.8,"High","9","above"
7536,1923,"Portland",45.53484,-122.6112,"97213",3,3,"3/4/2020","11/12/2020",253,"SINGLE_FAMILY",755000,2541,4791,755000,737000,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.5,"Elementary","5",1.6,"Middle","2",1.9,"High","4","above"
7539,1939,"Portland",45.52384,-122.5968,"97213",2,5,"3/16/2020","11/18/2020",247,"SINGLE_FAMILY",655000,2158,4791,655000,624900,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,1,"Elementary","8",0.5,"Middle","4",1.5,"High","5","above"
7542,1927,"Portland",45.54741,-122.6215,"97212",3,3,"3/18/2020","11/19/2020",246,"SINGLE_FAMILY",790000,2257,4791,790000,799950,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,1,"Elementary","8",0.1,"Middle","3",0.6,"High","9","above"
7543,1949,"Portland",45.51953,-122.6203,"97214",2,3,"3/20/2020","11/20/2020",245,"SINGLE_FAMILY",918400,2091,6098,918400,989900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.6,"Elementary","8",1,"Middle","4",1.4,"High","5","above"
7549,1922,"Portland",45.54277,-122.6134,"97213",2,3,"3/20/2020","11/20/2020",245,"SINGLE_FAMILY",795000,2344,4791,795000,695000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,1.5,"Elementary","8",0.6,"Middle","3",0.9,"High","9","above"
7552,1925,"Portland",45.55767,-122.6692,"97217",2,4,"3/18/2020","11/19/2020",246,"SINGLE_FAMILY",657500,2366,4791,657500,569900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.7,"Primary","1",1.2,"Middle","1",0.2,"High","4","above"
7553,1907,"Portland",45.55244,-122.6838,"97227",3,5,"3/20/2020","11/20/2020",245,"SINGLE_FAMILY",869000,3035,4791,869000,869000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.4,"Primary","4",0.9,"Middle","1",0.9,"High","4","above"
7555,1926,"Portland",45.54678,-122.6089,"97213",3,4,"4/27/2020","12/9/2020",226,"SINGLE_FAMILY",895000,3307,4791,895000,895000,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,1.8,"Elementary","8",0.8,"Middle","3",1.2,"High","9","above"
7557,1926,"Portland",45.54245,-122.6012,"97213",3,4,"4/29/2020","12/10/2020",225,"SINGLE_FAMILY",687500,2864,6098,687500,649900,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.3,"Elementary","5",0.9,"Middle","2",1.3,"High","4","above"
7560,1941,"Portland",45.55425,-122.6874,"97217",2,3,"3/20/2020","11/20/2020",245,"SINGLE_FAMILY",665000,2997,4791,665000,649000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.3,"Primary","4",0.9,"Middle","1",1,"High","4","above"
7561,1917,"Portland",45.54148,-122.6112,"97213",5,5,"5/11/2020","12/16/2020",219,"SINGLE_FAMILY",1475000,4599,11325,1475000,1499000,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.5,"Elementary","5",1.5,"Middle","2",1.9,"High","4","above"
7562,1950,"Portland",45.5223,-122.6128,"97215",3,4,"5/9/2020","12/15/2020",220,"SINGLE_FAMILY",725000,2444,6534,725000,749000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.3,"Elementary","8",0.6,"Middle","4",1.3,"High","5","above"
7563,1926,"Portland",45.53753,-122.6033,"97213",4,4,"5/13/2020","12/17/2020",218,"SINGLE_FAMILY",854462,2593,4791,854462,899000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.1,"Elementary","5",1.1,"Middle","2",1.4,"High","4","above"
7565,2015,"Portland",45.51605,-122.6188,"97215",3,3,"5/25/2020","12/23/2020",212,"SINGLE_FAMILY",780000,2559,3920,780000,797500,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.5,"Elementary","8",1,"Middle","4",1.1,"High","5","above"
7570,1923,"Portland",45.54623,-122.6083,"97213",2,4,"6/26/2020","1/8/2021",196,"SINGLE_FAMILY",699950,2766,4791,699950,699950,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,1.8,"Elementary","8",0.8,"Middle","3",1.2,"High","9","above"
7572,1928,"Portland",45.54237,-122.592,"97213",2,3,"7/2/2020","1/11/2021",193,"SINGLE_FAMILY",739900,2100,4791,739900,739900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.8,"Elementary","5",0.3,"Middle","2",0.7,"High","4","above"
7573,1922,"Portland",45.5465,-122.6089,"97213",2,3,"7/4/2020","1/12/2021",192,"SINGLE_FAMILY",741000,2321,4791,741000,695000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,1.8,"Elementary","8",0.8,"Middle","3",1.2,"High","9","above"
7576,1927,"Portland",45.54491,-122.6211,"97212",3,5,"7/10/2020","1/15/2021",189,"SINGLE_FAMILY",940000,4502,6098,940000,999000,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,1,"Elementary","8",0.2,"Middle","3",0.5,"High","9","above"
7577,1960,"Portland",45.53922,-122.5668,"97220",3,5,"7/10/2020","1/15/2021",189,"SINGLE_FAMILY",675000,3406,13503,675000,649900,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.1,"Elementary","6",1.3,"Middle","2",0.9,"High","4","above"
7578,2013,"Portland",45.54983,-122.6732,"97227",3,4,"5/9/2020","12/15/2020",220,"SINGLE_FAMILY",725000,2497,2613,725000,749000,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.1,"Primary","1",0.7,"Middle","1",0.7,"High","4","above"
7580,1917,"Portland",45.54343,-122.6094,"97213",2,3,"7/22/2020","1/21/2021",183,"SINGLE_FAMILY",750000,2413,4791,750000,685000,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,1.8,"Elementary","8",0.8,"Middle","3",1.1,"High","9","above"
7581,1926,"Portland",45.53442,-122.6066,"97213",3,4,"7/30/2020","1/25/2021",179,"SINGLE_FAMILY",778000,3042,4791,778000,699900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.3,"Elementary","5",1.4,"Middle","2",1.7,"High","4","above"
7582,1931,"Portland",45.55106,-122.6501,"97212",3,5,"5/27/2020","12/24/2020",211,"SINGLE_FAMILY",754900,2400,4791,754900,756000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.1,"Primary","6",1.4,"Middle","1",1.6,"High","9","above"
7587,1925,"Portland",45.54969,-122.6356,"97212",4,4,"7/6/2020","1/13/2021",191,"SINGLE_FAMILY",1235000,3114,5227,1235000,1235000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.1,"Elementary","8",0.9,"Middle","3",0.9,"High","9","above"
7588,1933,"Portland",45.53723,-122.6009,"97213",3,4,"9/14/2020","2/17/2021",156,"SINGLE_FAMILY",705000,2451,5227,705000,699900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.2,"Elementary","5",1,"Middle","2",1.3,"High","4","above"
7590,1922,"Portland",45.5488,-122.6491,"97212",4,4,"7/24/2020","1/22/2021",182,"SINGLE_FAMILY",780000,3530,4791,780000,799900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.2,"Primary","6",1.4,"Middle","1",1.5,"High","9","above"
7591,2018,"Portland",45.5499,-122.6293,"97212",3,4,"7/24/2020","1/22/2021",182,"SINGLE_FAMILY",1303000,3255,4791,1303000,1374900,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.5,"Elementary","8",0.5,"Middle","3",0.7,"High","9","above"
7592,1937,"Portland",45.56873,-122.6772,"97217",2,3,"7/30/2020","1/25/2021",179,"SINGLE_FAMILY",690000,3400,6098,690000,675000,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,1,"Elementary","5",0.3,"Middle","1",0.6,"High","4","above"
7593,2020,"Portland",45.57201,-122.6922,"97217",3,4,"8/7/2020","1/29/2021",175,"SINGLE_FAMILY",675000,2091,3920,675000,54000,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.1,"Elementary","5",0.8,"Middle","1",1.5,"High","4","above"
7594,1924,"Portland",45.54987,-122.6291,"97212",2,3,"8/7/2020","1/29/2021",175,"SINGLE_FAMILY",830000,2586,7405,830000,787000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.5,"Elementary","8",0.5,"Middle","3",0.7,"High","9","above"
7599,1923,"Portland",45.54866,-122.648,"97212",2,3,"8/19/2020","2/4/2021",169,"SINGLE_FAMILY",711000,2288,4791,711000,679900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.2,"Primary","6",1.4,"Middle","1",1.4,"High","9","above"
7601,1937,"Portland",45.5537,-122.6854,"97217",3,4,"8/31/2020","2/10/2021",163,"SINGLE_FAMILY",675000,2422,4791,675000,689500,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.3,"Primary","4",0.9,"Middle","1",0.9,"High","4","above"
7610,1938,"Portland",45.55205,-122.6295,"97212",3,4,"9/18/2020","2/19/2021",154,"SINGLE_FAMILY",859000,3634,6969,859000,859000,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.5,"Elementary","8",0.6,"Middle","3",0.8,"High","9","above"
7611,2015,"Portland",45.57398,-122.6891,"97217",3,3,"9/18/2020","2/19/2021",154,"SINGLE_FAMILY",725000,2399,3920,725000,689000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.2,"Elementary","5",0.7,"Middle","1",1.4,"High","4","above"
7613,2016,"Portland",45.55539,-122.6764,"97217",4,4,"9/18/2020","2/19/2021",154,"CONDO",670000,2886,1742,670000,689950,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.5,"Primary","1",1.1,"Middle","1",0.4,"High","4","above"
7614,1924,"Portland",45.55073,-122.6824,"97227",2,4,"9/24/2020","2/22/2021",151,"SINGLE_FAMILY",820000,2709,4791,820000,719900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.5,"Primary","4",1,"Middle","1",0.9,"High","4","above"
7615,2016,"Portland",45.55962,-122.6916,"97217",3,4,"9/28/2020","2/24/2021",149,"SINGLE_FAMILY",922000,2803,4791,922000,899000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.4,"Primary","4",0.8,"Middle","1",1.2,"High","4","above"
7618,1911,"Portland",45.56582,-122.6756,"97217",3,4,"10/2/2020","2/26/2021",147,"SINGLE_FAMILY",850000,2248,4791,850000,699000,1.12,TRUE,FALSE,FALSE,TRUE,TRUE,1.1,"Elementary","5",0.3,"Middle","1",0.4,"High","4","above"
7619,2017,"Portland",45.55421,-122.6501,"97211",4,3,"10/2/2020","2/26/2021",147,"SINGLE_FAMILY",727000,2884,3049,727000,699900,1.12,TRUE,FALSE,FALSE,TRUE,TRUE,0.2,"Primary","6",1.5,"Middle","1",1.7,"High","9","above"
7621,1948,"Portland",45.55135,-122.6294,"97212",2,4,"10/2/2020","2/26/2021",147,"SINGLE_FAMILY",850000,2900,6098,850000,805000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.5,"Elementary","8",0.5,"Middle","3",0.8,"High","9","above"
7622,2020,"Portland",45.5581,-122.6603,"97211",4,3,"10/2/2020","2/26/2021",147,"SINGLE_FAMILY",750000,2167,2613,750000,734950,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.1,"Primary","3",1.3,"Middle","1",0.7,"High","4","above"
7623,2019,"Portland",45.5749,-122.6856,"97217",4,4,"10/8/2020","3/1/2021",144,"SINGLE_FAMILY",835000,2558,4791,835000,819000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.4,"Elementary","5",0.6,"Middle","1",1.2,"High","4","above"
7627,2018,"Portland",45.56314,-122.6968,"97217",4,4,"10/10/2020","3/2/2021",143,"SINGLE_FAMILY",940000,2800,4791,940000,949999,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.8,"Primary","4",1,"Middle","1",1.6,"High","4","above"
7631,2018,"Portland",45.56319,-122.6969,"97217",4,4,"10/10/2020","3/2/2021",143,"SINGLE_FAMILY",940000,2801,4791,940000,949999,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.8,"Primary","4",1,"Middle","1",1.6,"High","4","above"
7633,1979,"Portland",45.5466,-122.5913,"97213",1,2,"10/2/2020","2/26/2021",147,"SINGLE_FAMILY",1095000,850,12160,1095000,995000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.9,"Elementary","5",0.3,"Middle","2",0.7,"High","4","above"
7634,1922,"Portland",45.54248,-122.6104,"97213",4,3,"10/2/2020","2/26/2021",147,"SINGLE_FAMILY",899500,2770,4791,899500,849900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,1.7,"Elementary","8",0.8,"Middle","3",1.1,"High","9","above"
7639,1926,"Portland",45.54947,-122.6272,"97212",2,2,"10/16/2020","3/5/2021",140,"SINGLE_FAMILY",723000,1987,4791,723000,650000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.6,"Elementary","8",0.4,"Middle","3",0.6,"High","9","above"
7640,1909,"Portland",45.55316,-122.6699,"97217",4,4,"10/24/2020","3/9/2021",136,"SINGLE_FAMILY",815000,2092,2613,815000,735000,1.12,FALSE,FALSE,FALSE,TRUE,FALSE,0.4,"Primary","1",0.9,"Middle","1",0.5,"High","4","above"
7641,1923,"Portland",45.51838,-122.6128,"97215",2,3,"10/16/2020","3/5/2021",140,"SINGLE_FAMILY",717000,1876,6969,717000,675000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.1,"Elementary","8",0.6,"Middle","4",1.1,"High","5","above"
7643,2017,"Portland",45.54322,-122.5682,"97220",3,3,"10/16/2020","3/5/2021",140,"SINGLE_FAMILY",8e+05,3367,7840,8e+05,850000,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.3,"Elementary","6",1.2,"Middle","2",0.8,"High","4","above"
7646,1947,"Portland",45.52145,-122.6123,"97215",3,4,"11/5/2020","3/15/2021",130,"SINGLE_FAMILY",775000,2650,6534,775000,715000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.3,"Elementary","8",0.5,"Middle","4",1.2,"High","5","above"
7647,1908,"Portland",45.52736,-122.6015,"97213",3,4,"10/30/2020","3/12/2021",133,"SINGLE_FAMILY",720000,2160,3484,720000,724900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.9,"Elementary","8",0.4,"Middle","4",1.6,"High","5","above"
7648,1987,"Portland",45.56251,-122.6909,"97217",1,2,"10/26/2020","3/10/2021",135,"APARTMENT",880000,1100,10000,880000,895,1.12,FALSE,TRUE,FALSE,TRUE,FALSE,0.5,"Primary","4",0.7,"Middle","1",1.2,"High","4","above"
7649,1924,"Portland",45.57055,-122.6922,"97217",3,4,"10/26/2020","3/10/2021",135,"SINGLE_FAMILY",735000,2906,4791,735000,719000,1.12,TRUE,FALSE,FALSE,TRUE,FALSE,0.1,"Elementary","5",0.7,"Middle","1",1.4,"High","4","above"
7652,1927,"Portland",45.54445,-122.6212,"97212",4,4,"11/11/2020","3/18/2021",127,"SINGLE_FAMILY",1350000,3361,8276,1350000,1395000,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,1,"Elementary","8",0.3,"Middle","3",0.5,"High","9","above"
7653,2017,"Portland",45.57655,-122.6859,"97217",3,4,"10/28/2020","3/11/2021",134,"SINGLE_FAMILY",731500,2761,4791,731500,729900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.4,"Elementary","5",0.7,"Middle","1",1.3,"High","4","above"
7659,1905,"Portland",45.55473,-122.6552,"97211",3,4,"11/7/2020","3/16/2021",129,"SINGLE_FAMILY",789325,3068,5662,789325,725000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.5,"Primary","6",1.3,"Middle","1",2,"High","9","above"
7662,1916,"Portland",45.54036,-122.6033,"97213",2,3,"11/19/2020","3/22/2021",123,"SINGLE_FAMILY",747500,2443,4791,747500,7e+05,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.1,"Elementary","5",1,"Middle","2",1.4,"High","4","above"
7664,1924,"Portland",45.54324,-122.5971,"97213",2,3,"11/23/2020","3/24/2021",121,"SINGLE_FAMILY",725000,2640,4791,725000,665000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.5,"Elementary","5",0.6,"Middle","2",1,"High","4","above"
7665,1928,"Portland",45.54751,-122.613,"97213",2,3,"11/27/2020","3/26/2021",119,"SINGLE_FAMILY",833050,2354,4791,833050,699900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,1.5,"Elementary","8",0.5,"Middle","3",1,"High","9","above"
7670,1900,"Portland",45.51554,-122.6065,"97215",2,4,"12/11/2020","4/2/2021",112,"SINGLE_FAMILY",825000,3313,6098,825000,749900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.3,"Elementary","8",0.4,"Middle","4",0.8,"High","5","above"
7671,1927,"Portland",45.57552,-122.6931,"97217",2,3,"11/13/2020","3/19/2021",126,"SINGLE_FAMILY",659000,1560,4791,659000,659000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.2,"Elementary","5",0.9,"Middle","1",1.6,"High","4","above"
7672,1923,"Portland",45.55106,-122.6294,"97212",2,3,"11/13/2020","3/19/2021",126,"SINGLE_FAMILY",727000,2144,5227,727000,624950,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.5,"Elementary","8",0.5,"Middle","3",0.8,"High","9","above"
7675,1890,"Portland",45.51456,-122.6034,"97215",2,5,"6/26/2020","1/8/2021",196,"SINGLE_FAMILY",955000,3685,8712,955000,989000,1.12,FALSE,TRUE,FALSE,TRUE,FALSE,0.5,"Elementary","8",0.4,"Middle","4",0.8,"High","5","above"
7677,1916,"Portland",45.54154,-122.6032,"97213",2,3,"11/19/2020","3/22/2021",123,"SINGLE_FAMILY",662000,2437,4791,662000,630000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.1,"Elementary","5",1,"Middle","2",1.4,"High","4","above"
7679,1996,"Portland",45.5294,-122.781,"97229",4,5,"8/1/2019","7/27/2020",361,"SINGLE_FAMILY",799000,4568,7840,799000,799000,1.13,TRUE,TRUE,FALSE,TRUE,TRUE,0.2,"Elementary","7",1.6,"Middle","7",2.4,"High","5","above"
7682,1906,"Portland",45.52093,-122.6085,"97215",1,4,"10/24/2020","3/9/2021",136,"SINGLE_FAMILY",875000,3243,13068,875000,895000,1.12,FALSE,FALSE,FALSE,TRUE,FALSE,0.3,"Elementary","8",0.3,"Middle","4",1.2,"High","5","above"
7683,1939,"Portland",45.53696,-122.6012,"97213",2,4,"10/8/2020","3/1/2021",144,"SINGLE_FAMILY",745000,2863,4791,745000,699000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.2,"Elementary","5",1,"Middle","2",1.3,"High","4","above"
7684,1924,"Portland",45.52904,-122.5941,"97213",2,5,"9/26/2020","2/23/2021",150,"APARTMENT",1025000,3040,13649,1025000,425000,1.12,FALSE,TRUE,FALSE,TRUE,FALSE,0.9,"Elementary","2",1,"Middle","2",1.2,"High","4","above"
7685,1915,"Portland",45.54486,-122.6171,"97213",2,3,"9/18/2020","2/19/2021",154,"SINGLE_FAMILY",747000,1834,4791,747000,685000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,1.3,"Elementary","8",0.4,"Middle","3",0.7,"High","9","above"
7686,2007,"Portland",45.54541,-122.5512,"97220",5,5,"9/14/2020","2/17/2021",156,"SINGLE_FAMILY",740000,3766,9147,740000,749900,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.6,"Elementary","6",0.7,"Middle","6",0.8,"High","4","above"
7692,1939,"Portland",45.53572,-122.6033,"97213",3,4,"7/20/2020","1/20/2021",184,"SINGLE_FAMILY",686000,2896,4791,686000,629900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.2,"Elementary","5",1.1,"Middle","2",1.4,"High","4","above"
7694,1960,"Portland",45.52239,-122.5954,"97215",3,5,"7/10/2020","1/15/2021",189,"SINGLE_FAMILY",859000,3216,17859,859000,874900,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,1,"Elementary","8",0.5,"Middle","4",1.4,"High","5","above"
7695,1915,"Portland",45.51767,-122.5969,"97215",2,3,"7/8/2020","1/14/2021",190,"SINGLE_FAMILY",742905,2702,5227,742905,749900,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.9,"Elementary","8",0.5,"Middle","4",1.1,"High","5","above"
7696,1910,"Portland",45.53456,-122.6137,"97213",2,3,"7/8/2020","1/14/2021",190,"SINGLE_FAMILY",680000,3005,4791,680000,680000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.7,"Elementary","5",1.8,"Middle","2",2.1,"High","4","above"
7697,1927,"Portland",45.54477,-122.6521,"97212",3,4,"1/24/2020","10/23/2020",273,"SINGLE_FAMILY",1015000,3001,4791,1015000,950000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.3,"Elementary","3",1.1,"Middle","1",1.6,"High","9","above"
7699,1928,"Portland",45.54789,-122.6059,"97213",3,3,"7/6/2020","1/13/2021",191,"SINGLE_FAMILY",659000,2375,4791,659000,659000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,1.9,"Elementary","8",0.9,"Middle","3",1.4,"High","9","above"
7702,1926,"Portland",45.54655,-122.6388,"97212",2,3,"10/4/2019","8/28/2020",329,"SINGLE_FAMILY",705000,2448,4791,705000,725000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.1,"Elementary","8",1.1,"Middle","3",0.9,"High","9","above"
7707,1922,"Portland",45.54656,-122.6476,"97212",1.5,4,"9/6/2019","8/14/2020",343,"SINGLE_FAMILY",854800,2434,5000,854800,557500,1.12,FALSE,TRUE,FALSE,TRUE,FALSE,0.4,"Primary","6",1.4,"Middle","1",1.4,"High","9","above"
7710,1927,"Portland",45.54256,-122.6568,"97212",4,4,"8/23/2019","8/7/2020",350,"SINGLE_FAMILY",1105000,3794,4791,1105000,1075000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.3,"Elementary","3",0.8,"Middle","1",1.9,"High","9","above"
7711,1928,"Portland",45.5358,-122.6051,"97213",3,4,"2/21/2020","11/6/2020",259,"SINGLE_FAMILY",675000,3011,6098,675000,649000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.2,"Elementary","5",1.2,"Middle","2",1.6,"High","4","above"
