"id","yearBuilt","City","latitude","longitude","zipcode","bathrooms","bedrooms","DateListed","DateSold","daysOnZillow","homeType","lastSoldPrice","livingArea","lotSize","price","priceHistory.1.price","propertyTaxRate","hasCooling","hasFireplace","hasGarage","hasHeating","hasView","schools0distance","schools0level","schools0rating","schools1distance","schools1level","schools1rating","schools2distance","school2level","schools2rating","price_category"
1,2007,"Fairview",45.54357147,-122.4417648,"97024",3,3,"4/26/2021","5/21/2021",25,"TOWNHOUSE",315400,1806,1555,315400,212000,1.12,FALSE,TRUE,FALSE,TRUE,FALSE,0.4,"Elementary","5",1.1,"Middle","2",2.6,"High","3","below"
2,2001,"Fairview",45.54758453,-122.4532242,"97024",3,3,"3/1/2021","4/23/2021",53,"SINGLE_FAMILY",4e+05,1518,3484,4e+05,375000,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,1.2,"Elementary","5",1,"Middle","2",3.4,"High","3","below"
3,1982,"Gresham",45.48822784,-122.4444199,"97080",3,4,"5/24/2021","6/4/2021",11,"SINGLE_FAMILY",512000,2724,9583,512000,479000,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.8,"Elementary","5",1.7,"Middle","6",1.4,"High","3","below"
6,1967,"Gresham",45.48799133,-122.4161835,"97080",2,3,"5/18/2021","6/1/2021",14,"SINGLE_FAMILY",404200,1150,7000,404200,204500,1.12,FALSE,TRUE,FALSE,TRUE,FALSE,0.4,"Elementary","2",0.4,"Middle","6",1.4,"High","3","below"
7,1978,"Gresham",45.4981842,-122.4513321,"97030",2,3,"4/26/2021","5/21/2021",25,"SINGLE_FAMILY",478200,2036,6969,478200,265000,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,1,"Elementary","5",2.1,"Middle","6",1.4,"High","3","below"
8,2018,"Gresham",45.46759796,-122.4583893,"97080",2,4,"4/24/2021","5/20/2021",26,"SINGLE_FAMILY",530000,1947,4791,530000,480000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.3,"Elementary","7",2.5,"Middle","6",2.2,"High","5","below"
9,2006,"Gresham",45.48519516,-122.4188385,"97080",3,3,"5/22/2021","6/3/2021",12,"SINGLE_FAMILY",389200,1548,5009,419900,389200,1.12,TRUE,TRUE,TRUE,TRUE,FALSE,0.5,"Elementary","2",0.5,"Middle","6",1.5,"High","3","below"
10,2017,"Gresham",45.47535324,-122.4683075,"97080",3,3,"3/25/2021","5/5/2021",41,"SINGLE_FAMILY",550000,2209,5227,550000,589999,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,1,"Elementary","6",1.8,"Middle","6",1.4,"High","5","below"
11,1958,"Gresham",45.49370956,-122.4230194,"97080",3,4,"5/17/2021","6/3/2021",17,"SINGLE_FAMILY",457800,2838,6480,490300,490300,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.1,"Elementary","2",0.3,"Middle","6",0.9,"High","3","below"
12,2018,"Gresham",45.46751404,-122.4554443,"97080",4,4,"3/21/2021","5/3/2021",43,"SINGLE_FAMILY",6e+05,3180,4791,6e+05,550000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.4,"Elementary","7",2.6,"Middle","6",2.3,"High","5","above"
16,1974,"Gresham",45.48252106,-122.4570999,"97080",3,3,"3/1/2021","4/23/2021",53,"SINGLE_FAMILY",465000,1772,11324,465000,345000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.6,"Elementary","4",2.5,"Middle","6",2.2,"High","3","below"
18,1981,"Portland",45.53515244,-122.491478,"97230",2,2,"11/9/2020","2/26/2021",109,"TOWNHOUSE",205000,990,10018,205000,105000,1.12,FALSE,TRUE,FALSE,TRUE,FALSE,1.3,"Elementary","3",0.3,"Middle","3",5.5,"High","3","below"
19,2013,"Gresham",45.4651413,-122.4272003,"97080",3,4,"6/28/2020","12/21/2020",176,"SINGLE_FAMILY",690000,3792,15245,690000,650000,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,1.8,"Elementary","2",1.9,"Middle","6",2.6,"High","3","above"
23,1968,"Gresham",45.51647949,-122.443367,"97030",2,3,"1/18/2021","4/2/2021",74,"SINGLE_FAMILY",412000,1770,7405,412000,390000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.2,"Elementary","4",0.6,"Middle","6",1.1,"High","3","below"
24,1976,"Gresham",45.51407623,-122.4072952,"97030",3,4,"1/18/2021","4/2/2021",74,"SINGLE_FAMILY",220000,1976,7925,220000,160000,1.12,FALSE,TRUE,FALSE,TRUE,FALSE,0.1,"Elementary","4",1.5,"Middle","4",3.8,"High","4","below"
25,1965,"Gresham",45.5193634,-122.4186401,"97030",1,3,"1/14/2021","3/31/2021",76,"SINGLE_FAMILY",235000,1126,8199,235000,1000,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.7,"Elementary","2",1.2,"Middle","6",1.1,"High","3","below"
28,1963,"Portland",45.51531219,-122.4721146,"97233",1,3,"1/14/2021","3/31/2021",76,"SINGLE_FAMILY",360000,946,7405,360000,329900,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.9,"Elementary","4",1.5,"Middle","2",4.4,"High","3","below"
31,2005,"Gresham",45.47290802,-122.4532166,"97080",3,4,"5/5/2020","11/24/2020",203,"SINGLE_FAMILY",420000,2281,4791,420000,414999,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.4,"Elementary","7",2.4,"Middle","6",2.1,"High","5","below"
33,2007,"Portland",45.53439713,-122.4816742,"97230",2.1,3,"1/4/2021","3/26/2021",81,"CONDO",315000,1509,2556,315000,219950,1.12,FALSE,TRUE,FALSE,TRUE,FALSE,0.6,"Elementary","2",0.4,"Middle","3",4.9,"High","3","below"
34,1980,"Portland",45.5094986,-122.4712296,"97233",2,3,"1/2/2021","3/25/2021",82,"SINGLE_FAMILY",225500,1280,7094,225500,175000,1.12,FALSE,TRUE,FALSE,TRUE,FALSE,1.1,"Elementary","5",0.7,"Middle","6",0.9,"High","5","below"
35,2004,"Gresham",45.47445297,-122.3928452,"97080",2,3,"5/7/2020","11/25/2020",202,"SINGLE_FAMILY",450000,1717,7840,450000,437900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.6,"Elementary","6",1.2,"Middle","4",2.5,"High","4","below"
37,1954,"Portland",45.52582932,-122.4750748,"97230",2,3,"12/31/2020","3/24/2021",83,"SINGLE_FAMILY",383000,1500,9435,383000,410000,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.3,"Elementary","5",1.3,"Middle","2",4.5,"High","3","below"
38,2018,"Gresham",45.46736145,-122.454834,"97080",3,4,"5/17/2020","11/30/2020",197,"SINGLE_FAMILY",508000,2448,5227,508000,499000,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.4,"Elementary","7",2.6,"Middle","6",2.3,"High","5","below"
39,1985,"Gresham",45.51324844,-122.4020767,"97030",2,3,"12/31/2020","3/24/2021",83,"SINGLE_FAMILY",175000,1112,7392,175000,211000,1.12,FALSE,TRUE,FALSE,TRUE,FALSE,0.3,"Elementary","4",1.3,"Middle","4",3.5,"High","4","below"
41,1967,"Portland",45.51392365,-122.4773788,"97233",1,3,"12/31/2020","3/24/2021",83,"SINGLE_FAMILY",292600,1380,8276,292600,290000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.6,"Elementary","4",1.3,"Middle","3",4.7,"High","3","below"
43,2007,"Gresham",45.47143936,-122.4300156,"97080",2,4,"5/17/2020","11/30/2020",197,"SINGLE_FAMILY",642000,2733,17424,642000,638900,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,1.7,"Elementary","2",1.6,"Middle","6",2.2,"High","3","above"
45,1986,"Portland",45.5411911,-122.4941711,"97230",2,3,"12/21/2020","3/19/2021",88,"SINGLE_FAMILY",525000,2086,8712,525000,495000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.4,"Elementary","2",0.7,"Middle","3",5.8,"High","3","below"
47,1976,"Gresham",45.4759903,-122.4499054,"97080",3,4,"5/21/2020","12/2/2020",195,"SINGLE_FAMILY",459500,2066,10018,459500,469500,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,1.6,"Elementary","5",2.3,"Middle","6",2.3,"High","3","below"
49,1984,"Gresham",45.51032639,-122.4492035,"97030",3,3,"12/21/2020","3/19/2021",88,"SINGLE_FAMILY",470000,2064,11325,470000,429000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.7,"Elementary","4",1.1,"Middle","6",1.2,"High","3","below"
51,1963,"Portland",45.53183365,-122.4649887,"97230",2,4,"12/7/2020","3/12/2021",95,"SINGLE_FAMILY",415000,2016,6969,415000,389900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.8,"Elementary","2",0.6,"Middle","2",3.9,"High","3","below"
52,2000,"Portland",45.51301193,-122.4780273,"97233",3,4,"12/7/2020","3/12/2021",95,"SINGLE_FAMILY",420000,1504,9147,420000,410000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.6,"Elementary","4",1.3,"Middle","3",4.8,"High","3","below"
53,1972,"Gresham",45.5122261,-122.4421158,"97030",2,4,"12/7/2020","3/12/2021",95,"SINGLE_FAMILY",430000,1780,8712,430000,419900,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.2,"Elementary","4",0.8,"Middle","6",0.8,"High","3","below"
57,1960,"Portland",45.5111351,-122.4770889,"97233",3,4,"12/3/2020","3/10/2021",97,"SINGLE_FAMILY",438000,2431,11325,438000,435000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.7,"Elementary","5",0.6,"Middle","6",0.9,"High","5","below"
58,1989,"Portland",45.54019547,-122.4943161,"97230",4,5,"12/1/2020","3/9/2021",98,"SINGLE_FAMILY",595000,3500,13068,595000,595000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.4,"Elementary","2",0.7,"Middle","3",5.8,"High","3","above"
59,1956,"Portland",45.51315689,-122.4831696,"97233",1,3,"11/23/2020","3/5/2021",102,"SINGLE_FAMILY",353700,1200,8276,353700,325000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.3,"Elementary","4",1.2,"Middle","3",5.1,"High","3","below"
60,1974,"Gresham",45.52125168,-122.4126434,"97030",1,2,"11/21/2020","3/4/2021",103,"SINGLE_FAMILY",396800,1000,8210,396800,1325,1.12,FALSE,TRUE,FALSE,TRUE,FALSE,1.8,"Elementary","3",0.4,"Middle","5",0.8,"High","3","below"
61,1968,"Gresham",45.51395416,-122.4456329,"97030",1,3,"11/21/2020","3/4/2021",103,"SINGLE_FAMILY",4e+05,1176,7840,4e+05,4e+05,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.4,"Elementary","4",0.8,"Middle","6",1.1,"High","3","below"
62,1987,"Portland",45.53736877,-122.4925079,"97230",2,3,"11/19/2020","3/3/2021",104,"SINGLE_FAMILY",502183,1974,6969,502183,480000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.4,"Elementary","2",0.5,"Middle","3",5.6,"High","3","below"
66,1999,"Gresham",45.46427917,-122.4373703,"97080",3,5,"6/8/2020","12/11/2020",186,"SINGLE_FAMILY",455000,2182,5662,455000,450000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,2.3,"Elementary","2",2.2,"Middle","6",2.7,"High","3","below"
68,1974,"Gresham",45.51268387,-122.4492264,"97030",2,4,"11/15/2020","3/1/2021",106,"SINGLE_FAMILY",420000,1810,7200,420000,399890,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.6,"Elementary","4",1,"Middle","6",1.3,"High","3","below"
69,1973,"Portland",45.52777481,-122.4929962,"97230",3,4,"11/9/2020","2/26/2021",109,"SINGLE_FAMILY",435000,2980,6969,435000,449900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.9,"Elementary","2",0.4,"Middle","3",5.6,"High","3","below"
70,2007,"Portland",45.52134705,-122.4663391,"97233",3,2,"11/9/2020","2/26/2021",109,"SINGLE_FAMILY",309000,1122,2178,309000,244950,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.3,"Elementary","4",1,"Middle","2",4,"High","3","below"
71,1962,"Portland",45.52555847,-122.4671478,"97230",1,3,"11/9/2020","2/26/2021",109,"SINGLE_FAMILY",340100,912,7405,340100,329900,1.12,TRUE,FALSE,FALSE,TRUE,FALSE,0.3,"Elementary","4",0.9,"Middle","2",4,"High","3","below"
73,1957,"Portland",45.52729034,-122.493866,"97230",2,3,"11/5/2020","2/24/2021",111,"SINGLE_FAMILY",415000,1800,8276,415000,340000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,1,"Elementary","2",0.5,"Middle","3",5.7,"High","3","below"
74,2008,"Gresham",45.47608185,-122.4284821,"97080",5,5,"6/16/2020","12/15/2020",182,"SINGLE_FAMILY",610000,4411,5227,610000,619000,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,1.4,"Elementary","2",1.3,"Middle","6",1.9,"High","3","above"
75,2021,"Gresham",45.49983978,-122.3894653,"97030",2,4,"5/8/2021","5/27/2021",19,"SINGLE_FAMILY",165000,2106,6969,629900,165000,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.6,"Elementary","3",0.6,"Middle","4",2.4,"High","4","above"
77,1958,"Portland",45.52425766,-122.4738312,"97230",1,3,"10/12/2020","2/12/2021",123,"SINGLE_FAMILY",325000,960,8276,325000,310000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.3,"Elementary","5",1.3,"Middle","2",4.4,"High","3","below"
79,1969,"Gresham",45.51490402,-122.4465103,"97030",2,3,"9/24/2020","2/3/2021",132,"SINGLE_FAMILY",378500,1156,6969,378500,363000,1.12,TRUE,FALSE,FALSE,TRUE,FALSE,0.4,"Elementary","4",0.8,"Middle","6",1.2,"High","3","below"
81,1961,"Portland",45.52353287,-122.4796448,"97230",2,4,"9/26/2020","2/4/2021",131,"SINGLE_FAMILY",3e+05,1888,7405,3e+05,3e+05,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.6,"Elementary","5",1.6,"Middle","2",4.8,"High","3","below"
82,1997,"Portland",45.52558517,-122.4648438,"97230",4,8,"8/31/2020","1/22/2021",144,"SINGLE_FAMILY",590000,3300,21780,590000,574900,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.2,"Elementary","4",0.7,"Middle","2",3.9,"High","3","above"
83,1956,"Portland",45.51437759,-122.4831848,"97233",3,5,"8/31/2020","1/22/2021",144,"SINGLE_FAMILY",415000,2160,9583,415000,425000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.2,"Elementary","4",1.1,"Middle","3",5.1,"High","3","below"
84,1972,"Gresham",45.51643753,-122.4473343,"97030",2,4,"8/29/2020","1/21/2021",145,"SINGLE_FAMILY",387550,2004,7405,387550,375000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.5,"Elementary","4",0.8,"Middle","6",1.3,"High","3","below"
85,1966,"Portland",45.53158951,-122.4589615,"97230",2,4,"8/29/2020","1/21/2021",145,"SINGLE_FAMILY",187500,1474,8900,187500,22500,1.12,FALSE,TRUE,FALSE,TRUE,FALSE,0.5,"Elementary","2",0.2,"Middle","2",3.5,"High","3","below"
86,2006,"Gresham",45.52241516,-122.438385,"97030",3,4,"6/28/2020","12/21/2020",176,"SINGLE_FAMILY",459000,2548,6534,459000,469000,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.4,"Elementary","4",0.1,"Middle","6",1.1,"High","3","below"
89,1966,"Gresham",45.51645279,-122.4355927,"97030",2,4,"6/14/2020","12/14/2020",183,"SINGLE_FAMILY",283000,1488,7200,283000,154950,1.12,FALSE,TRUE,FALSE,TRUE,FALSE,0.3,"Elementary","4",0.5,"Middle","6",0.7,"High","3","below"
91,1972,"Gresham",45.51283264,-122.4095917,"97030",2,4,"5/31/2020","12/7/2020",190,"SINGLE_FAMILY",345000,1424,8295,345000,198500,1.12,FALSE,TRUE,FALSE,TRUE,FALSE,0.3,"Elementary","4",1.5,"Middle","4",3.9,"High","4","below"
92,1958,"Portland",45.5112114,-122.4760895,"97233",2,3,"6/4/2020","12/9/2020",188,"SINGLE_FAMILY",289900,1901,7405,289900,289900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.7,"Elementary","5",0.6,"Middle","6",0.9,"High","5","below"
93,2003,"Gresham",45.51107025,-122.4515305,"97030",3,4,"6/2/2020","12/8/2020",189,"SINGLE_FAMILY",508000,2858,6534,508000,508000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.8,"Elementary","4",1.2,"Middle","6",1.4,"High","3","below"
95,2006,"Gresham",45.50971603,-122.4428406,"97030",4,3,"5/19/2020","12/1/2020",196,"CONDO",330000,1775,2613,330000,324900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.4,"Elementary","4",0.9,"Middle","6",0.8,"High","3","below"
96,1970,"Gresham",45.51166916,-122.4244003,"97030",2,3,"5/17/2020","11/30/2020",197,"SINGLE_FAMILY",380000,1480,7405,380000,359900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.3,"Elementary","2",1.1,"Middle","6",0.5,"High","3","below"
98,2004,"Portland",45.52080536,-122.4854279,"97233",3,3,"5/7/2020","11/25/2020",202,"CONDO",282000,1236,2178,282000,275000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,1,"Elementary","5",2,"Middle","2",5.2,"High","3","below"
100,1974,"Gresham",45.51039124,-122.4178238,"97030",2,4,"4/23/2020","11/18/2020",209,"SINGLE_FAMILY",391000,1736,6969,391000,375000,1.12,TRUE,FALSE,FALSE,TRUE,FALSE,0.7,"Elementary","2",1.5,"Middle","6",0.8,"High","3","below"
101,1996,"Portland",45.51057053,-122.4817505,"97233",2,3,"4/13/2020","11/13/2020",214,"SINGLE_FAMILY",330000,1568,15245,330000,329900,1.12,TRUE,FALSE,FALSE,TRUE,FALSE,0.4,"Elementary","5",0.6,"Middle","6",0.9,"High","5","below"
106,1956,"Portland",45.51745224,-122.4773483,"97233",2,4,"3/28/2020","11/5/2020",222,"SINGLE_FAMILY",366500,1445,9147,366500,359000,1.12,TRUE,FALSE,FALSE,TRUE,FALSE,0.5,"Elementary","4",1.1,"Middle","3",4.7,"High","3","below"
108,1971,"Portland",45.52971268,-122.4635544,"97230",2,3,"3/24/2020","11/3/2020",224,"SINGLE_FAMILY",374900,1903,7840,374900,374900,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.7,"Elementary","2",0.5,"Middle","2",3.8,"High","3","below"
109,2015,"Gresham",45.52225113,-122.4378357,"97030",4,3,"3/16/2020","10/30/2020",228,"SINGLE_FAMILY",540000,2736,8276,540000,534900,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.4,"Elementary","4",0.1,"Middle","6",1.1,"High","3","below"
110,1992,"Gresham",45.51455688,-122.4249268,"97030",3,3,"3/16/2020","10/30/2020",228,"SINGLE_FAMILY",427000,1835,7405,427000,425000,1.12,TRUE,FALSE,FALSE,TRUE,FALSE,0.2,"Elementary","2",1,"Middle","6",0.6,"High","3","below"
118,1966,"Gresham",45.51517487,-122.4459534,"97030",2,5,"3/12/2020","10/28/2020",230,"SINGLE_FAMILY",408000,1717,7405,408000,369900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.4,"Elementary","4",0.7,"Middle","6",1.1,"High","3","below"
119,2002,"Portland",45.52930832,-122.491333,"97230",3,4,"3/16/2020","10/30/2020",228,"SINGLE_FAMILY",470000,2726,6534,470000,469999,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.8,"Elementary","2",0.2,"Middle","3",5.5,"High","3","below"
120,1980,"Portland",45.52907562,-122.4581985,"97230",3,4,"3/10/2020","10/27/2020",231,"SINGLE_FAMILY",385000,1948,6970,385000,380000,1.12,TRUE,FALSE,TRUE,TRUE,FALSE,0.4,"Elementary","2",0.3,"Middle","2",3.5,"High","3","below"
121,1958,"Portland",45.52336121,-122.4889755,"97230",1,3,"3/10/2020","10/27/2020",231,"SINGLE_FAMILY",347900,1410,10018,347900,347900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,1.2,"Elementary","2",0.5,"Middle","3",5.4,"High","3","below"
122,1988,"Portland",45.53873444,-122.4914856,"97230",3,4,"3/8/2020","10/26/2020",232,"SINGLE_FAMILY",469900,2326,7405,469900,469000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.3,"Elementary","2",0.5,"Middle","3",5.6,"High","3","below"
125,2015,"Portland",45.53223038,-122.4708939,"97230",3,3,"2/25/2020","10/20/2020",238,"SINGLE_FAMILY",397500,1830,2613,397500,399999,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.2,"Elementary","5",1,"Middle","2",4.3,"High","3","below"
127,1966,"Portland",45.52434158,-122.4596481,"97230",2,3,"2/13/2020","10/14/2020",244,"SINGLE_FAMILY",340000,981,7840,340000,345000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.2,"Elementary","4",0.5,"Middle","2",3.5,"High","3","below"
130,1972,"Gresham",45.51255035,-122.4111404,"97030",2.5,3,"2/11/2020","10/13/2020",245,"SINGLE_FAMILY",173000,2800,11000,173000,2e+05,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.3,"Elementary","4",1.6,"Middle","4",4,"High","4","below"
132,1991,"Gresham",45.51594162,-122.4280319,"97030",3,4,"1/4/2020","9/24/2020",264,"SINGLE_FAMILY",425000,2365,7840,425000,380000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.1,"Elementary","2",0.8,"Middle","6",0.6,"High","3","below"
133,1948,"Portland",45.52602386,-122.454483,"97230",1,1,"12/31/2019","9/22/2020",266,"SINGLE_FAMILY",3e+05,1582,23600,3e+05,135400,1.12,FALSE,TRUE,FALSE,TRUE,FALSE,0.5,"Elementary","4",0.4,"Middle","2",3.2,"High","3","below"
134,1969,"Gresham",45.5102272,-122.4269638,"97030",1,3,"1/4/2020","9/24/2020",264,"SINGLE_FAMILY",338000,1371,8712,338000,338000,1.12,TRUE,FALSE,FALSE,TRUE,FALSE,0.3,"Elementary","2",1.1,"Middle","6",0.3,"High","3","below"
135,1980,"Portland",45.50989914,-122.470871,"97233",2,4,"12/17/2019","9/15/2020",273,"SINGLE_FAMILY",380000,1534,7405,380000,359900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,1.1,"Elementary","5",0.7,"Middle","6",1,"High","5","below"
136,1982,"Portland",45.53175354,-122.472229,"97230",1.5,2,"12/7/2019","9/10/2020",278,"CONDO",185000,1104,9583,185000,97500,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.2,"Elementary","5",1.1,"Middle","2",4.3,"High","3","below"
137,1972,"Gresham",45.51491165,-122.4512329,"97030",2,4,"12/5/2019","9/9/2020",279,"SINGLE_FAMILY",396000,2176,8712,396000,399900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.7,"Elementary","4",1,"Middle","6",1.4,"High","3","below"
139,1973,"Gresham",45.52239227,-122.4113388,"97030",2,3,"12/5/2019","9/9/2020",279,"SINGLE_FAMILY",350000,936,9147,350000,329950,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,1.9,"Elementary","3",0.3,"Middle","5",0.6,"High","3","below"
141,1971,"Portland",45.53183746,-122.4618988,"97230",3,3,"11/11/2019","8/28/2020",291,"SINGLE_FAMILY",375000,2121,7405,375000,369950,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.6,"Elementary","2",0.4,"Middle","2",3.7,"High","3","below"
142,1999,"Portland",45.53481293,-122.4888611,"97230",3,2,"11/9/2019","8/27/2020",292,"CONDO",269000,1528,1742,269000,269000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.4,"Elementary","2",0.2,"Middle","3",5.4,"High","3","below"
145,1956,"Portland",45.52992249,-122.4663925,"97230",1,3,"9/30/2019","8/7/2020",312,"SINGLE_FAMILY",339000,928,10454,339000,325000,1.12,TRUE,FALSE,FALSE,TRUE,FALSE,0.4,"Elementary","5",0.7,"Middle","2",4,"High","3","below"
146,1969,"Gresham",45.51156235,-122.4271317,"97030",1,3,"9/22/2019","8/3/2020",316,"SINGLE_FAMILY",325000,1058,6969,325000,315000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.2,"Elementary","2",1,"Middle","6",0.4,"High","3","below"
149,1956,"Portland",45.51584244,-122.4780731,"97233",1,3,"9/2/2019","7/24/2020",326,"SINGLE_FAMILY",285000,912,9147,285000,285000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.5,"Elementary","4",1.2,"Middle","3",4.8,"High","3","below"
151,1970,"Portland",45.52285004,-122.4801636,"97230",2,3,"8/29/2019","7/22/2020",328,"SINGLE_FAMILY",388900,1829,7405,388900,388900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.6,"Elementary","5",1.7,"Middle","2",4.8,"High","3","below"
154,1956,"Portland",45.52762604,-122.4677582,"97230",2,4,"8/5/2019","7/10/2020",340,"SINGLE_FAMILY",11000,1572,10000,11000,133000,1.12,FALSE,TRUE,FALSE,TRUE,FALSE,0.3,"Elementary","5",0.8,"Middle","2",4,"High","3","below"
155,1964,"Gresham",45.51656723,-122.4310379,"97030",1,3,"8/13/2019","7/14/2020",336,"SINGLE_FAMILY",320000,1335,7840,320000,249900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.2,"Elementary","2",0.6,"Middle","6",0.7,"High","3","below"
157,2003,"Gresham",45.51254272,-122.4348831,"97030",2,3,"8/5/2019","7/10/2020",340,"SINGLE_FAMILY",332000,1074,3485,332000,335000,1.12,TRUE,FALSE,TRUE,TRUE,TRUE,0.4,"Elementary","4",0.7,"Middle","6",0.5,"High","3","below"
160,1997,"Gresham",45.51649857,-122.4220734,"97030",3,4,"8/15/2019","7/15/2020",335,"SINGLE_FAMILY",448900,1934,12196,448900,449900,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.4,"Elementary","2",1.1,"Middle","6",0.8,"High","3","below"
161,1966,"Portland",45.52698135,-122.4590454,"97230",2,3,"8/11/2019","7/13/2020",337,"SINGLE_FAMILY",350000,988,7405,350000,324900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.5,"Elementary","2",0.4,"Middle","2",3.5,"High","3","below"
162,1956,"Gresham",45.521492,-122.4358063,"97030",1,3,"8/19/2019","7/17/2020",333,"SINGLE_FAMILY",355000,1450,6098,355000,349977,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.5,"Elementary","4",0.2,"Middle","6",1,"High","3","below"
164,1997,"Portland",45.5247879,-122.4690781,"97230",2,4,"8/19/2019","7/17/2020",333,"SINGLE_FAMILY",450000,2289,8276,450000,439000,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,0.5,"Elementary","4",1,"Middle","2",4.1,"High","3","below"
170,1982,"Portland",45.50989914,-122.4725647,"97233",2,2,"8/3/2019","7/9/2020",341,"SINGLE_FAMILY",305000,1412,6969,305000,339900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,1,"Elementary","5",0.7,"Middle","6",0.9,"High","5","below"
171,2007,"Portland",45.53421021,-122.4816666,"97230",3,3,"7/30/2019","7/7/2020",343,"CONDO",303000,1509,2613,303000,299000,1.12,TRUE,TRUE,FALSE,TRUE,TRUE,0.6,"Elementary","2",0.4,"Middle","3",4.9,"High","3","below"
176,2001,"Portland",45.52550888,-122.4869843,"97230",2,3,"7/30/2019","7/7/2020",343,"SINGLE_FAMILY",365000,1585,5662,365000,369900,1.12,TRUE,TRUE,FALSE,TRUE,FALSE,1,"Elementary","2",0.4,"Middle","3",5.3,"High","3","below"
